source,ym_joke
ym api,"Yo momma's like peanut butter: brown, creamy, and easy to spread."
ym api,Yo momma's like McDonalds... Billions and Billions served.
ym api,"Yo momma's like an elevator, guys go up and down on her all day."
ym api,"Yo momma's like a railroad track, she gets laid all over the country."
ym api,"Yo momma's like lettuce, 25 cents a head."
ym api,Yo momma's got an eagle's nest wig.
ym api,Yo momma's twice the man you are.
ym api,Yo momma's got more crust than a bucket of Kentucky Fried Chicken.
ym api,Yo momma's got more weave than a dog in traffic.
ym api,Yo momma's only got one finger and runs around stealing key rings.
ym api,Yo momma's got a peanut butter wig with jelly sideburns.
ym api,Yo momma's got a leather wig with suede sideburns.
ym api,Yo momma got hit upside the head with an ugly stick.
ym api,"Yo momma's got so much weave, when a fly goes by her hair swats at it."
ym api,Yo momma's got no ears and was trying on sunglasses.
ym api,"Yo momma's got so much weave, AT&T uses her extensions as backup lines."
ym api,"Yo momma's got so much dandruff, she needs to defrost it before she combs her hair."
ym api,Yo momma's so bald that I can tell fortunes on her head.
ym api,Yo momma's so bald that you could draw a line down the middle of her head and it would look like my ass.
ym api,"Yo momma's so bald that when she goes to bed, her head slips off the pillow."
ym api,"Yo momma's so bald that when she braids her hair, it looks like stitches."
ym api,"yo momma's breath is so stanky, she eats odour eaters."
ym api,"Yo momma's like an iPod, fun to touch!"
ym api,Yo momma's got one leg and people call her Ilene.
ym api,Yo momma's been on welfare so long that her picture is on food stamps.
ym api,Yo momma's like Wal-Mart... She's got different discounts everyday.
ym api,"Yo momma's so hunchbacked, she has to look up to tie her shoes."
ym api,Yo momma's nostrils are so huge she makes Patrick Ewing jealous.
ym api,"Yo momma's so hunchbacked, she has to wear goggles to wash dishes."
ym api,"Yo momma's so hunchbacked, she can stand on her feet and her head at the same time."
ym api,"Yo momma's so hunchbacked, she hits her head on speed bumps."
ym api,Yo momma's so fat that the Sorting Hat put her in all four houses!
ym api,Yo momma's so fat that a wingardium leviosa spell couldn't lift her.
ym api,"Yo momma's so fat, she makes Hagrid look like ""Mini-me""."
ym api,"Yo momma's so fat, she tried to eat Cornelius Fudge."
ym api,"Yo momma's so ugly, even a dementor wouldn't kiss her!"
ym api,Yo momma's so fat the Sorting Hat assigned her to the House of Pancakes.
ym api,"Yo momma's so old, she used to babysit Dumbledore."
ym api,"Yo momma's so stupid, she thinks Sirius Black is a hip hop station on satellite radio."
ym api,Yo momma's so ugly that the whomping willow saw her and died.
ym api,Yo momma's so stupid she thinks Patronus is a kind of Tequlia.
ym api,"Yo Mama's so fat, her Patronus is a Double-Whopper with Cheese."
ym api,"Yo momma's so nasty, the Forbidden Forrest was named after her."
ym api,Yo momma's the reason that Dumbledore turned gay.
ym api,"Yo momma's so old, her boobs look like two upside down Sorting Hats!"
ym api,"Yo momma's so fat, she used the invisibility cloak as a bib."
ym api,"Yo Mama's so ugly, everybody calls her ""She-Who-Must-Not-Be-Naked"""
ym api,Yo momma's so fat that even the Dementors can't suck her soul out in one sitting.
ym api,"Yo momma's so pasty, she makes Ron Weasely look like George Hamilton."
ym api,"Yo momma's so fat, she looked in the mirror of Erised and saw a ham!"
ym api,Yo momma's so old she gave Nicholas Flamel his first kiss.
ym api,Yo momma's so ugly that the Dementor's Kiss was swapped out for a hearty handshake and a promise to give her a call sometime.
ym api,"Yo momma's so stupid, she drowned in a pensieve"
ym api,Yo momma's so dumb she thought that she could talk to snakes if she put parsley on her tongue
ym api,"Yo momma's so nasty, every pair of her panties has the Dark Mark on them."
ym api,Yo momma's so fat that if she confronted a boggart it would morph into a treadmill.
ym api,Yo Mama's so ugly that even Voldemort won't say her name.
ym api,Yo Mama's so poor she can't even afford a Gringotts account.
ym api,Yo momma's so fat that the sorting hat couldn't decide where to put her - she couldn't fit in any of the houses!!
ym api,"Yo momma's the only mute prostitue in Hogsmeade. They call her ""dumb-le-whore""!"
ym api,"Yo momma's so fat, she ate the Death Eaters."
ym api,Yo momma's so masculine that Dumbledore would sleep with her!
ym api,"Yo momma's so nasty that the order of the phoenix was ""stay away from that woman!"""
ym api,Yo momma's so poor that Dobby gave her a sock to keep her foot warm.
ym api,Yo momma's such a tramp that she's given more rides than the Hogwarts Express!
ym api,Yo momma's so fat even Grawp can't pick her up!
ym api,"Yo momma's so smelly, Bertie Bott made her his next jelly bean flavor."
ym api,Yo momma's so fat that it takes two boggarts to shape-shift into her!
ym api,Yo momma's so ugly that she lost a beauty contest to Mountain Troll.
ym api,"Yo momma's so ugly that when the bassalisk snuck up on her and saw her face, HE dropped dead."
ym api,Yo momma's breath is the secret ingredient in the Weasly's Butterscotch Barf-ies.
ym api,"Yo momma's so ugly that when she walked into Gringotts Wizarding Bank, they gave her a job application."
ym api,Yo momma's so ugly she turned the Basilisk to stone.
ym api,Yo momma's such a tramp that she's like a quidditch broomstick - everyone gets a ride.
ym api,Yo momma's so skanky that the reason you're called a Half-Blood Prince is because she has no idea who your father is!
ym api,Yo momma's so dumb that a stupify spell actually made her smarter.
ym api,Yo momma's so stanky that not even dobby would accept one of her socks.
ym api,Yo momma's so fat that even her Quidditch robes have stretch marks.
ym api,Yo momma's so old she makes Dumbledore look like a teenager.
ym api,Yo momma's so fat they'd have to use transfiguration to sneak her through the hole in the Gryffindor Tower.
ym api,"Ya momma's so fat, her wand is a Slim Jim."
ym api,Yo momma's so fat the core of her wand has a creame filling.
ym api,"Yo momma's so ugly that Voldemort took one look at her and killed HIMSELF!"""
ym api,Yo momma's so poor she had to go to the Weasley's for a loan.
ym api,"Yo momma's so ugly, she thought that Hogwarts were the growth on her thigh."
ym api,Yo momma's so ugly that as a baby they had to use the Confundus Charm so the family would play with her.
ym api,"Yo momma's such a ho that she lets ANYONE enter her ""chamber of secrets""."
ym api,Yo momma's so ugly she scares the Dementors away.
ym api,"Yo momma's so ugly that when she asked Crabbe to take her to the Yule Ball, he decided to go with Goyle instead!"
ym api,Yo momma's so fat that a $700 billion bailout would only keep her fed for a week.
ym api,Yo momma's so fat that the housing bubble popped because she sat on it!
ym api,"Yo momma's so stupid, she thinks the G8 is a Value Meal at McDonald's."
ym api,Yo momma's so fat that she supported the bailout just because she wanted a 'barrel of pork'.
ym api,Yo momma's so stupid that she thinks sub-prime is a way to cut steak.
ym api,Yo momma's so fat that even Mitt Romney couldn't afford to take her out to dinner!
ym api,"Yo momma's so fat that her biography is called ""The Audacity of Hardee's""."
ym api,Yo momma's so greasy that her face could free the U.S. from its dependence on foreign oil.
ym api,Yo momma's so fat that Sarah Palin can see her from her house.
ym api,Yo momma's so fat that Sarah Palin can't see Russia anymore!.
ym api,Yo momma's so ugly that you could put lipstick on a pig and it would look ten times better than her!
ym api,"Yo momma's so fat that ""ACORN"" registered her to vote eight times!"
ym api,Yo momma is so dark that she spits chocolate milk!
ym api,Yo momma is so dark that she went to night school and was marked absent!
ym api,Yo momma is so dark that she has to wear white gloves when she eats Tootsie Rolls to keep from eating her fingers.
ym api,Yo momma is so dark that when she goes swimming it looks like an oil spill.
ym api,Yo momma is so dark that her ass looks like two tires.
ym api,Yo momma is so dark that she drinks water and pees coffee.
ym api,"Yo momma is so dark that when she puts on yellow lipstick, she looks like a cheese burger."
ym api,Yo momma is so dark that she could show up naked to a funeral.
ym api,Yo momma is so dark that she bleeds molasses.
ym api,Yo momma is so dark that she looks like a picture of outer-space with no stars... except when she smiles.
ym api,"Yo momma is so dark that when she goes outside, the streetlights turn on."
ym api,Yo momma is so dark that she got her tattoo done in chalk.
ym api,Yo momma is so dark that when she puts lotion on her legs it looks like she has on patent leather pants.
ym api,"Yo momma is so dark that when the police shot at her, the bullets came back for flashlights."
ym api,Yo momma is so dark that she was riding a motorcycle and got a ticket for tinted windows.
ym api,Yo momma is so dark that when she smiles at night she looks like a pack of floating Chicklets.
ym api,Yo momma is so dark that when her eyes are red she looks like a beeper.
ym api,Yo momma is so dark that her nickname is midnight.
ym api,Yo momma is so dark that she makes asphalt look grey.
ym api,Yo momma is so dark that that she can leave fingerprints on charcoal.
ym api,Yo momma's so fat that even the Death Star couldn't blow her up!
ym api,Yo momma's so fat that Spock couldn't find a pressure point to perform the Vulcan Death Grip on her.
ym api,Yo momma's so ugly that Wuher said 'We don't serve your kind here'.
ym api,"Yo momma's so fat the odds against not finding her fat are approximately 3,720 to 1."
ym api,"Yo momma's so fat that she thought the opening line of Kirk's monologue was ""Spice, the final Frontier..."""
ym api,"Yo momma's so stupid that when the borg had to choose between assimilating her and a tree, they chose the tree."
ym api,"Yo momma's so fat that if she were placed beside a changeling during regeneration, no one would know the difference."
ym api,Yo momma's so fat that she tried to fly through a temporal anomoly but she didn't fit.
ym api,Yo momma's so fat she makes Riker's belly look 3 atoms thick.
ym api,Yo momma's so fat that when she tried to captain a galaxy class they had to separate the saucer so she could fit.
ym api,Yo momma's so fat that she makes the USS Enterprise look like a micro machines racer.
ym api,Yo momma's so flatulent that she forced the Mustafarians to wear masks!
ym api,Yo momma's so dumb that she tried to rent a car from The Enterprise.
ym api,Yo momma's so fat that Dexster Jettster mistook her for his wife.
ym api,Yo momma's so ugly that the term 'bantha poodoo' wasn't used metaphorically with reference to her.
ym api,Yo momma's so fat that only half her body was able to come out frozen from the carbon freezing chamber in Cloud City.
ym api,Yo momma's so ugly that Dr. Evazan looks like a male supermodel next to her.
ym api,"Yo momma's so fat that when she beams to a ship, the ship beams inside of her."
ym api,"Yo momma's so such a ho that she slept with me... therefore, I AM YOUR FATHER!"
ym api,"Yo momma's so dumb that when she found a vulcan, she tried to call Santa to take him back to the north pole."
ym api,Yo momma's so fat that the passengers of the Millenium Falcon mistook her for a small moon.
ym api,Yo momma's so fat that Gardulla the Hutt had a boost in self-esteem after seeing her.
ym api,"Yo momma's so ugly that she made doctor McCoy say ""Damnit Jim, I'm a doctor, not a Zoologist!"""
ym api,Yo momma's so fat that she fell to the dark side and couldn't get back up.
ym api,"Yo momma's so fat that if she was thrown into the second Death Star's reactor core, she could have blown up the entire Imperial fleet."
ym api,Yo momma's so fat that the Kaminoans couldn't use her as a host for clones since they couldn't pierce her skin deep enough to draw blood.
ym api,Yo momma's so weak-minded that I got her to lead me to Jabba without using a jedi mind trick!
ym api,Yo momma's so fat that she caused Kamino to flood when her water broke.
ym api,Yo momma's so ugly that she's probably a Shi'ido Clawdite that stays in her regular form all the time.
ym api,Yo momma's so fat that her lack of balance caused her to stumble into an Utapau sinkhole.
ym api,Yo momma's so fat that she crushed Boga as soon as she mounted her.
ym api,"Yo Mama's so fat, that in an attempt to beam her up, the ship ended up being pulled down to the surface."
ym api,Yo Mama's so ugly even Data would need special eye googles to look at her.
ym api,Yo momma is so hairy that the only language she can speak is wookie.
ym api,Yo momma's so ugly her Kazon hairdo is an improvement!
ym api,Yo Mama's so ugly even a Ferengi would dress her in clothes.
ym api,"Yo momma's so old even Guinan refers to her as ""old bag""."
ym api,Yo Mama's so fat that when she walks into a room the replicators stop working.
ym api,"Yo Mama's so fat, Data feels strong emotions of disgust and self-terminates."
ym api,Yo Mama's so stupid the Borg wouldn't assimilate her!
ym api,Yo Mama's so fat she wears her own inertia dampener.
ym api,Yo Mama's so ugly she did the truly impossible: she made Captain James T Kirk's penis go limp.
ym api,"Yo Mama's so fat, she managed to contain a warp core breach."
ym api,"Yo Mama's so fat, she got stuck trying to enter the Nexus."
ym api,"Yo Mama's so fat, when she fell over, she punched a hole in the fabric of space/time."
ym api,"Yo momma's so fat that when she stepped on the scale, her weight was OVER 9000!!!"
ym api,"Yo Mama's so fat, she walked in front of the TV and I missed three seasons of Inuyasha!"
ym api,"Yo momma's so fat, Naruto couldnt make enough clones to see all sides of her."
ym api,"Yo momma's so ugly, she can't even get tentacle raped."
ym api,"Yo momma's so ugly, even Tamaki wouldn't hit on her."
ym api,Yo momma's so fat that the Dragon Ball Z crew uses her to make craters on set.
ym api,"Yo momma's so ugly, she's the real reason sasuke left the village."
ym api,"Yo momma's so fat that when she sat down on a park bench, she caused the Naruto timeskip."
ym api,"Yo momma's so ugly that she's like a Death Note. Get someone to look at her, and they'll die!"
ym api,"Yo momma's so ugly, Jiraiya saw her and turned gay!"
ym api,Yo momma's so hairy Naruto thought she was a Summon.
ym api,"Yo momma's so fat, she scared L into giving up all sweets."
ym api,Yo momma's so ugly that she made Spike Spiegel choke on his cigarette
ym api,Yo momma's so ugly that she makes Sailor Bubba feel dirty.
ym api,Yo momma's so fat that she cant even fit in the expanding plug suit.
ym api,Yo momma's so ugly that she made Loz cry.
ym api,"Yo momma's so dumb that when she was handed the death note, she thought they were asking for her autograph."
ym api,Yo momma's so fat that she broke the HP limit!
ym api,Yo momma's so hairy and ugly that she got used as Ashitare's stunt double.
ym api,Yo momma's so stupid she makes Tristan look like Einstein!
ym api,"Yo momma's so fat, she makes Vash look anorexic!"
ym api,Yo momma's so hairy that she has to go to Furfest to meet a man.
ym api,Yo momma's breath is so nasty that it chases away Miasma.
ym api,Yo momma's so round that she makes a Pokéball look flat!
ym api,"Yo momma's so ugly, Saya thought she was a Chiropteran."
ym api,"Yo momma's so dumb, she failed out of Cromartie High School."
ym api,Yo momma's so old and fat they use her wrinkles as set terrain for Dragon Ball Z.
ym api,Yo momma's nosehairs are so long that they make Bobobo jealous!
ym api,Yo momma's so fat that she was mistaken for Mt. Fuji at the Sakura festival.
ym api,Yo momma's so fat she makes a Snorlax look like a chihuahua!
ym api,"Yo momma's so ugly that when Nozomu Itoshiki saw her, he didn't even bother with his ""ZETSUBOUSHITA!"" speech - he skipped straight to hanging himself."
ym api,Yo momma's so fat that it took the entire Dragon Ball Z crew 1 week just to lift her off the ground.
ym api,Yo momma's cosplay is so bad that she got beat by a Narutard in the masquerade!
ym api,"Yo momma's so ugly that when Kakashi looked directly at her, he lost an eye."
ym api,Yo momma's so fat that she tried to eat someone dressed as a box of Pocky!
ym api,Yo momma's so ugly that she makes Orochimaru look beautiful.
ym api,"Yo momma's so fat, Choji told her to lose weight."
ym api,"Yo momma is so old that her birth certificate says ""expired"" on it."
ym api,Yo momma is so old that that when she was in school there was no history class.
ym api,"Yo momma is so old that I told her to act her own age, and she died."
ym api,Yo momma is so old that she knew Burger King while he was still a prince.
ym api,Yo momma is so old that her social security number is 1.
ym api,Yo momma is so old that her birth certificate is written in Roman numerals.
ym api,Yo momma is so old that she has Adam & Eve's autographs.
ym api,Yo momma is so old that she co-wrote the Ten Commandments.
ym api,Yo momma is so old that she has an autographed bible.
ym api,Yo momma is so old she remembers when the Mayans published their calendar.
ym api,Yo momma is so old that the candles cost more than the birthday cake.
ym api,"Yo momma is so old that when she farts, dust comes out."
ym api,Yo momma is so old that she owes Fred Flintstone a food stamp.
ym api,Yo momma is so old that she drove a chariot to high school.
ym api,Yo momma is so old that she took her drivers test on a dinosaur.
ym api,Yo momma is so old that she DJ'd at the Boston Tea Party.
ym api,Yo momma is so old that she walked into an antique store and they kept her.
ym api,Yo momma is so old that she baby-sat for Jesus.
ym api,Yo momma is so old that she knew Mr. Clean when he had an afro.
ym api,Yo momma is so old that she knew the Beetles when they were the New Kids on the Block.
ym api,"Yo momma is so old that when God said ""Let there be light"" she was there to flick the switch."
ym api,Yo momma is so old that she needed a walker when Jesus was still in diapers.
ym api,"Yo momma is so old that when Moses split the red sea, she was on the other side fishing."
ym api,Yo momma is so old that she learned to write on cave walls.
ym api,Yo momma is so old that her memory is in black and white.
ym api,Yo momma is so old that she's mentioned in the shout out at the end of the bible.
ym api,Yo momma is so old that she planted the first tree at Central Park.
ym api,Yo momma is so old that she sat next to Jesus in third grade.
ym api,Yo momma is so old that she has a picture of Moses in her yearbook.
ym api,Yo momma is so old that she knew Cap'n Crunch while he was still a private.
ym api,Yo momma is so old that she called the cops when David and Goliath started to fight.
ym api,"Yo momma is so old that when she was born, the Dead Sea was just getting sick."
ym api,"Yo mommags so old, when she breast feeds, people mistake her for a fog machine."
ym api,Yo momma is so old that when she was young rainbows were black and white.
ym api,Yo momma is so old that she was a waitress at the Last Supper.
ym api,Yo momma is so old that she owes Jesus a dollar.
ym api,Yo momma is so old that she ran track with dinosaurs.
ym api,Yo momma is so stupid that it took her 2 hours to watch 60 Minutes!
ym api,"Yo momma is so stupid that when your dad said it was chilly outside, she ran out the door with a spoon."
ym api,"Yo momma is so stupid that when she saw the ""Under 17 not admitted"" sign at a movie theatre, she went home and got 16 friends."
ym api,"Yo momma is so stupid that when she went for a blood test, she asked for time to study."
ym api,Yo momma is so stupid that she got locked in a grocery store and starved!
ym api,Yo momma is so stupid that you have to dig for her IQ!
ym api,Yo momma is so stupid that she tripped over a cordless phone!
ym api,Yo momma is so stupid that she sold her car for gas money!
ym api,"Yo momma is so stupid that she told everyone that she was ""illegitimate"" because she couldn't read."
ym api,Yo momma is so stupid that that she tried to put M&M's in alphabetical order!
ym api,Yo momma is so stupid that she took the Pepsi challenge and chose Dr. Pepper.
ym api,Yo momma is so stupid that she thought Delta Airlines was a sorority.
ym api,Yo momma is so stupid that she thinks Fleetwood Mac is a new hamburger at McDonalds!
ym api,Yo momma is so stupid that she bought a videocamera to record cable tv shows at home.
ym api,"Yo momma is so stupid that when she read on her job application to not write below the dotted line she put ""OK""."
ym api,Yo momma is so stupid that she thought Grape Nuts was an STD.
ym api,"Yo momma is so stupid that she spent twenty minutes lookin' at an orange juice box because it said ""concentrate""."
ym api,"Yo momma is so stupid that she asked me what yield meant, I said ""Slow down"" and she said ""What... does.... yield... mean?"""
ym api,Yo momma is so stupid that she thought Dunkin' Donuts was a basketball team!
ym api,Yo momma is so stupid that she put a phone up her ass and thought she was making a booty call.
ym api,Yo momma is so stupid that she thinks Tiger Woods is a forest in India.
ym api,Yo momma is so stupid that she put on her glasses to watch 20/20.
ym api,Yo momma is so stupid that she climbed over a glass wall to see what was behind it.
ym api,Yo momma is so stupid that she failed a survey.
ym api,Yo momma is so stupid that she stopped at a stop sign and waited for it to say go.
ym api,"Yo momma is so stupid, she went to the aquarium to buy a Blu-Ray."
ym api,Yo momma is so stupid that I told her I was reading a book by Homer and she asked if I had anything written by Bart.
ym api,Yo momma is so stupid that she tried to commit suicide by jumping out of the basement window.
ym api,Yo momma is so stupid that she needs twice as much sense to be a half-wit.
ym api,Yo momma is so stupid that she thought brownie points were coupons for a bake sale.
ym api,"Yo momma is so stupid that when the computer said ""Press any key to continue"", she couldn't find the 'Any' key."
ym api,Yo momma is so stupid that she thought Tupac Shakur was a Jewish holiday.
ym api,"Yo momma is so stupid that when I was drowning and yelled for a life saver, she said ""Cherry or Grape?"""
ym api,Yo momma is so stupid that she sat in a tree house because she wanted to be a branch manager.
ym api,"Yo momma is so stupid that I saw her jumping up and down, asked what she was doing, and she said she drank a bottle of medicine and forgot to shake it."
ym api,"Yo momma is so stupid that when she locked her keys in the car, it took her all day to get Yo family out."
ym api,Yo momma is so stupid that she got locked out of a convertible car with the top down.
ym api,"Yo momma is so stupid that when she pulled into the drive-thru at McDonald's, she drove through the window."
ym api,Yo momma is so stupid that she put 2 quarters in her ears and thought she was listening to 50 cent.
ym api,"Yo momma is so stupid that she was on the corner with a sign that said ""Will eat for food."""
ym api,Yo momma is so stupid that in the 'No Child Left Behind' act there's a provision that exempts yo momma.
ym api,Yo momma is so stupid that she got locked in a Furniture store and slept on the floor.
ym api,Yo momma is so stupid that she peals M&M's to make chocolate chip cookies.
ym api,Yo momma is so stupid that she leaves the house for the Home Shopping Network.
ym api,"Yo momma is so stupid that she brought a cup to the movie ""Juice."""
ym api,Yo momma is so stupid that she thinks fruit punch is a gay boxer.
ym api,Yo momma is so stupid that she uses Old Spice for cooking.
ym api,Yo momma is so stupid that she threw a rock the ground and missed.
ym api,Yo momma is so stupid that she went to the store to buy a color TV and asked what colors they had.
ym api,Yo momma is so stupid that she tries to email people by putting envelopes into her computer's disk drive.
ym api,"Yo momma is so stupid that when she took an IQ test, the results came out negative."
ym api,Yo momma's so stupid that she though Jar-Jar came with Pickles-Pickles.
ym api,Yo momma is so stupid that she thought St. Ides was a Catholic church.
ym api,Yo momma is so stupid that she puts lipstick on her head just to make-up her mind
ym api,Yo momma is so stupid that she thought she needed a token to get on Soul Train.
ym api,"Yo momma is so stupid, that she thought Moby Dick was a sexually transmitted disease."
ym api,Yo momma is so stupid that she makes Beavis and Butt-Head look like Nobel Prize winners.
ym api,Yo momma is so stupid that she took a spoon to the superbowl.
ym api,Yo momma is so stupid that that she thought Boyz II Men was a day care center.
ym api,Yo momma is so stupid that she got stabbed in a shoot out.
ym api,"Yo momma is so stupid that she sits on the TV, and watches the couch!"
ym api,Yo momma is so stupid that she took a umbrella to see Purple Rain.
ym api,Yo momma is so stupid that she ordered her sushi well done.
ym api,Yo momma is so stupid that she got fired from the M&M factory for throwing away all the W's.
ym api,Yo momma is so stupid that she put on a coat to chew winterfresh gum.
ym api,Yo momma is so stupid that she put a quarter in a parking meter and waited for a gumball to come out.
ym api,"Yo momma is so stupid that she ordered a cheese burger from McDonald's and said ""Hold the cheese."""
ym api,Yo momma is so stupid that she thinks Taco Bell is a Mexican Phone Company.
ym api,Yo momma is so stupid that she thinks Christmas Wrap is Snoop Dogg's holiday album.
ym api,Yo momma is so stupid that she ran outside with a purse because she heard there was change in the weather.
ym api,Yo momma is so stupid that I told her Christmas was just around the corner and she went looking for it.
ym api,Yo momma is so stupid that she wiped her ass before she took a shit.
ym api,Yo momma is so stupid that she tries to insult you with yo momma jokes.
ym api,Yo momma is so stupid that she put a peephole in a glass door.
ym api,Yo momma is so stupid that I saw her in the frozen food section with a fishing rod.
ym api,"Yo momma is so stupid that when she heard 90% of all crimes occur around the home, she moved."
ym api,"Yo momma is so stupid that when she saw a ""Wrong Way"" sign in her rearview mirror, she turned around."
ym api,"Yo momma is so stupid that she shoved a AA battery up her butt and said ""I got the power!"""
ym api,Yo momma is so stupid that she called the 7-11 to see when they closed.
ym api,Yo momma is so stupid that she sold the house to pay the mortgage.
ym api,"Yo momma is so stupid that when I asked her about X-Men she said ""Sure, there's Bobby my first baby daddy, Roger the guy I see on Thursdays..."""
ym api,Yo momma is so stupid that she thought meow mix was a record for cats.
ym api,Yo momma is so stupid that she took lessons for a player piano.
ym api,"Yo momma is so stupid that she said ""what's that letter after x"" and I said Y she said ""Cause I wanna know""."
ym api,"Yo momma is so stupid that when she asked me what kinda jeans I wore, I said Guess and she said ""Ummm... Levis?"""
ym api,"Yo momma is so stupid that if she spoke her mind, she'd be speechless."
ym api,Yo momma is so stupid that it takes her an hour to cook minute rice.
ym api,Yo momma is so stupid that she asked for a price check at the dollar store.
ym api,Yo momma is so stupid that on her job application where it says emergency contact she put 911.
ym api,Yo momma is so stupid that she can't make Jello because she can't fit 2 quarts of water in the box.
ym api,Yo momma is so stupid that she thinks a stereotype is the brand on her clock-radio.
ym api,Yo momma is so stupid that she thought a lawsuit was something you wear to court.
ym api,Yo momma is so stupid that she thinks sexual battery is something in a dildo.
ym api,"Yo momma is so stupid that the first time she used a vibrator, she cracked her two front teeth."
ym api,Yo momma is so stupid that she sent me a fax with a stamp on it.
ym api,"Yo momma is so stupid that I saw her walking down the street yelling into an envelope, asked what she was doing, and she said sending a voice mail."
ym api,Yo momma is so stupid that she tried to drown a fish.
ym api,"Yo momma is so stupid that if you gave her a penny for her thoughts, you'd get change."
ym api,Yo momma is so stupid that she thought Mick Jagger was a breakfast sandwich!
ym api,"Yo momma is so stupid that when she heard her neighbour was spanking the monkey, she called the humane society."
ym api,"Yo momma is so stupid that when she took you to the airport and a sign said ""Airport Left,"" she turned around and went home."
ym api,"Yo momma is so stupid that when she went to take the 44 bus, she took the 22 twice instead."
ym api,"Yo momma is so stupid that she asked you ""What is the number for 911?"""
ym api,Yo momma is so stupid that she thinks a quarterback is a refund!
ym api,Yo momma is so stupid that she bought a solar-powered flashlight!
ym api,Yo momma is so stupid that she took a ruler to bed to see how long she slept.
ym api,Yo momma is so stupid that she thought menopause was a button on the VCR.
ym api,"Yo momma is so stupid that she picked up the phone and asked ""What button do I push?"""
ym api,"Yo momma is so stupid that when she worked at McDonald's and someone ordered small fries, she said ""Hey Boss, all the small one's are gone."""
ym api,Yo momma is so stupid that she got hit by a parked car.
ym api,Yo momma is so stupid that when her husband lost his marbles she ran to the store and bought him new ones.
ym api,Yo momma is so stupid that when they said they were playing craps she went and got toilet paper.
ym api,"Yo momma is so stupid that when I asked her if she wanted to play one on one, she said ""Ok, but what's the teams?"""
ym api,Yo momma is so stupid that she thinks Johnny Cash is a pay toilet!
ym api,"Yo momma is so stupid that when the judge said ""Order in the court,"" she said ""I'll have a hamburger and a Coke."""
ym api,Yo momma is so stupid that she wiped her ass before she took a shit.
ym api,Yo momma is so stupid that she thinks socialism means partying!
ym api,"Yo momma is so stupid that when asked on an application, ""Sex?"", she marked, ""M, F, and wrote sometimes Wednesday too."""
ym api,Yo momma is so stupid that she thinks deadbeat is a type of music.
ym api,Yo momma is so stupid that she thinks Tiger Woods is a forest.
ym api,Yo momma is so stupid that she put two M&M's in her ears and thought she was listening to Eminem.
ym api,Yo momma is so stupid that at bottom of application where it says Sign Here - she put Scorpio.
ym api,Yo momma is so stupid that she wouldn't know up from down if she had three guesses.
ym api,Yo momma is so stupid that she once attempted to commit suicide by jumping off a curb.
ym api,Yo momma is so stupid that she put on bug spray before going to the flea market.
ym api,Yo momma is so stupid that she stole free bread.
ym api,Yo momma is so stupid that she locked her keys inside a motorcycle.
ym api,Yo momma's so stupid that she got locked inside a motorcycle.
ym api,Yo momma's so stupid that she went to the dentist to get a bluetooth.
ym api,Yo momma's so stupid that she bought tickets to Xbox Live.
ym api,"Yo momma's so stupid that whenever someone rings the doorbell, she checks the microwave."
ym api,"Yo momma's so stupid that when she broke her VCR, she bought a video tape on how to fix your VCR."
ym api,Yo momma is so stupid that she tried to drop acid but the car battery fell on her foot.
ym api,"Yo momma so dumb, she lost a spelling bee to Hodor"
ym api,"Yo Mama so dumb, she thought Bran Stark was a type of muffin."
ym api,"Yo momma so fat, they've been calling her ""the wall"" for thousands of years!"
ym api,"Yo momma so fat, she Winter-fell and couldn't get up!"
ym api,"Yo momma so old, the old gods pray to HER!"
ym api,"Yo Mama So Fat, she can't fit through the moon door."
ym api,"Yo Mama so Ugly, she got turned down for ""Girls Gone Wilding"""
ym api,"Yo momma so ugly, winter turned around and left!"
ym api,"Yo momma so fat, even Roose Bolton won't touch her"
ym api,"Yo momma so bad at sex, the only kind of head she gives is severed."
ym api,"Yo momma is so poor that she was in K-Mart with a box of Hefty bags and when I asked her what she was doing she said, ""Buying luggage."""
ym api,"Yo momma is so poor that when she goes to KFC, she has to lick other people's fingers!"
ym api,Yo momma is so poor that she went to McDonald's and put a milkshake on layaway.
ym api,Yo momma is so poor that she can't afford to pay attention!
ym api,"Yo momma is so poor that when I saw her kicking a can down the street, I asked her what she was doing, and she said ""moving."""
ym api,Yo momma is so poor that she waves around a popsicle stick and calls it air conditioning.
ym api,Yo momma is so poor that I saw her running after a garbage truck with a shopping list.
ym api,Yo momma is so poor that the bank repossesed her cardboard box.
ym api,Yo momma is so poor Nigerian scammers wire HER money!
ym api,Yo momma is so poor she couldn't afford to apply for Medicare!
ym api,Yo momma is so poor that she has to wear her McDonald's uniform to church.
ym api,Yo momma is so poor that she's got more furniture on her porch than in her house.
ym api,Yo momma is so poor that I came over for dinner and she read me recipes.
ym api,Yo momma is so poor that she has to take the trash IN.
ym api,Yo momma is so poor that she had to get a second mortgage on her cardboard box.
ym api,Yo momma is so poor that she lives in a two story Dorrito bag with a dog named Chip.
ym api,Yo momma is so poor that I went through her front door and ended up in the back yard.
ym api,Yo momma is so poor that her front and back doors are on the same hinge.
ym api,Yo momma is so poor that I saw her wrestling a squirrel for a peanut.
ym api,Yo momma is so poor that the closest thing to a car she has is a low-rider shopping cart with a box on it.
ym api,Yo momma is so poor that she can't even put her two cents in this conversation.
